id,Transport_service,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,payment_type,trip_duration,pickup_neighborhood,dropoff_neighborhood
411,3,01-01-2019 01:06,01-01-2019 01:12,1,0.9,-73.97576141,40.76115036,-73.96099854,40.75745773,3,387,A,N
412,1,01-01-2019 01:06,01-01-2019 01:26,3,6.87,-73.96791077,40.75575256,-74.01216125,40.71897125,1,1188,N,
413,4,01-01-2019 01:06,01-01-2019 01:18,2,2.77,-74.00766754,40.71519852,-73.99914551,40.74392319,3,702,,AP
414,4,01-01-2019 01:06,01-01-2019 01:19,3,1.7,-73.98360443,40.72586441,-74.00183868,40.74098587,1,755,AT,Q
415,2,01-01-2019 01:06,01-01-2019 01:14,2,1.4,-73.97846222,40.76245499,-73.97169495,40.75039291,3,490,A,AD
416,4,01-01-2019 01:06,01-01-2019 01:19,2,3.7,-73.94406128,40.72031403,-73.94993591,40.67632675,2,782,Z,AW
417,3,01-01-2019 01:06,01-01-2019 01:12,2,0.86,-73.97332001,40.75540161,-73.97691345,40.76264191,1,346,AD,A
418,1,01-01-2019 01:07,01-01-2019 01:18,4,0.91,-73.98419189,40.76490021,-73.97058105,40.76470184,1,687,AR,AK
419,2,01-01-2019 01:07,01-01-2019 01:39,2,8.2,-74.00075531,40.73600388,-73.9359436,40.81710434,3,1965,AB,AL
420,4,01-01-2019 01:07,01-01-2019 01:23,1,1.6,-74.00556946,40.73944092,-73.98751068,40.74800873,2,953,Q,AO
421,2,01-01-2019 01:08,01-01-2019 01:16,3,2.1,-73.98093414,40.78239441,-73.96796417,40.80467606,1,539,I,AH
422,2,01-01-2019 01:08,01-01-2019 01:11,2,0.6,-73.9964447,40.75339127,-74.00229645,40.7469368,1,194,D,AG
423,3,01-01-2019 01:08,01-01-2019 01:20,1,3.1,-73.95986176,40.80093002,-73.9892807,40.76315689,2,710,AH,AA
424,1,01-01-2019 01:08,01-01-2019 01:22,4,2.4,-73.98075867,40.78160477,-73.95008087,40.78409958,2,823,AV,C
425,3,01-01-2019 01:09,01-01-2019 01:30,3,2.16,-73.97789764,40.7762413,-73.99687958,40.75046158,1,1316,AV,D
426,4,01-01-2019 01:09,01-01-2019 01:39,2,8.5,-73.98273468,40.73940659,-73.95439148,40.67250061,3,1842,R,AW
427,4,01-01-2019 01:09,01-01-2019 01:15,1,1.1,-73.96835327,40.75503159,-73.98136902,40.7480011,1,409,N,AO
428,4,01-01-2019 01:09,01-01-2019 01:29,4,4.6,-73.99687958,40.68496323,-74.00641632,40.73817444,3,1214,AS,Q
429,3,01-01-2019 01:09,01-01-2019 01:38,2,4.4,-73.95773315,40.72208786,-73.99852753,40.73216629,1,1783,Z,AB
430,2,01-01-2019 01:09,01-01-2019 01:25,2,3.3,-73.9824295,40.77547455,-73.9429245,40.78749847,2,995,AV,C
431,4,01-01-2019 01:09,01-01-2019 01:16,1,1.88,-73.96941376,40.7551651,-73.95043182,40.77540588,3,434,N,AM
432,3,01-01-2019 01:09,01-01-2019 01:16,4,1.23,-73.99207306,40.72171021,-73.98506165,40.73622131,1,443,AC,R
433,3,01-01-2019 01:09,01-01-2019 01:22,1,2.5,-73.97315216,40.79013824,-73.93968201,40.79017639,2,779,U,J
434,2,01-01-2019 01:09,01-01-2019 01:24,2,2.1,-73.99456024,40.75068283,-73.98921967,40.77445221,2,919,D,AV
435,3,01-01-2019 01:09,01-01-2019 01:20,2,1.42,-73.97894287,40.74979019,-73.98766327,40.73273087,3,653,AD,H
436,2,01-01-2019 01:09,01-01-2019 01:10,1,0.6,-73.95292664,40.77967453,-73.95249939,40.78025436,3,30,C,C
437,4,01-01-2019 01:10,01-01-2019 01:23,3,2.05,-73.9650116,40.79512787,-73.96929932,40.79111099,2,815,U,U
438,1,01-01-2019 01:10,01-01-2019 01:24,2,2.1,-73.97937012,40.73718643,-73.9726181,40.75660706,2,843,Y,N
439,2,01-01-2019 01:10,01-01-2019 01:17,1,1.8,-73.97218323,40.67743683,-73.98064423,40.65727234,2,454,V,M
440,1,01-01-2019 01:10,01-01-2019 01:16,2,1.6,-73.95994568,40.77338409,-73.97467804,40.75297546,2,394,O,AD
441,3,01-01-2019 01:10,01-01-2019 01:32,1,2.5,-73.9783783,40.73675537,-73.97847748,40.76190567,3,1299,Y,A
442,1,01-01-2019 01:10,01-01-2019 01:32,1,4.74,-73.9749527,40.79285812,-73.99183655,40.74417114,3,1342,U,AP
443,2,01-01-2019 01:10,01-01-2019 01:40,1,1.44,-73.97930908,40.75580597,-73.99229431,40.75922394,3,1816,AD,P
444,3,01-01-2019 01:10,01-01-2019 01:25,3,7.01,-73.99202728,40.76987839,-73.93067932,40.84822083,1,903,AR,S
445,1,01-01-2019 01:10,01-01-2019 01:26,3,3.8,-73.95960999,40.67763519,-73.94512939,40.72166824,1,952,AW,Z
446,4,01-01-2019 01:11,01-01-2019 01:17,3,1.1,-73.96813965,40.80134583,-73.97801209,40.78635788,2,409,AH,I
447,2,01-01-2019 01:11,01-01-2019 01:23,1,2.9,-73.95381927,40.77882004,-73.96302032,40.80601883,2,746,C,AH
448,2,01-01-2019 01:11,01-01-2019 01:17,2,0.9,-73.98180389,40.77145386,-73.9914856,40.76540375,1,337,AV,P
449,4,01-01-2019 01:11,01-01-2019 01:28,3,2.09,-73.99487305,40.74485016,-73.9769516,40.72669601,1,995,AP,AT
450,1,01-01-2019 01:12,01-01-2019 01:22,3,0.99,-73.97809601,40.75693512,-73.98478699,40.74544144,3,662,AD,AO
451,4,01-01-2019 01:12,01-01-2019 01:21,4,1.3,-73.97016907,40.76395416,-73.96979523,40.75218201,1,548,AK,N
452,3,01-01-2019 01:12,01-01-2019 01:21,2,2.7,-73.96445465,40.76076889,-73.95931244,40.74378586,2,541,AK,AN
453,3,01-01-2019 01:12,01-01-2019 01:16,3,0.54,-73.9897995,40.72559357,-73.98355865,40.7258606,2,258,H,AT
454,1,01-01-2019 01:12,01-01-2019 01:18,3,0.8,-73.99025726,40.75146484,-73.97798157,40.74562836,3,398,D,Y
455,2,01-01-2019 01:12,01-01-2019 01:16,1,0.7,-73.98838806,40.71871567,-73.98508453,40.72793961,1,239,AC,AT
456,2,01-01-2019 01:12,01-01-2019 01:18,3,1.38,-73.97042084,40.76402664,-73.95568085,40.77358627,1,371,AK,O
457,4,01-01-2019 01:12,01-01-2019 01:14,2,0.61,-73.95597839,40.77608871,-73.94960022,40.78192139,2,130,O,C
458,4,01-01-2019 01:13,01-01-2019 01:28,2,7.65,-73.96348572,40.75764084,-74.01152039,40.71587372,3,938,N,
459,1,01-01-2019 01:13,01-01-2019 01:19,2,0.8,-73.98535156,40.71862793,-73.99152374,40.7268486,3,420,AC,H
460,3,01-01-2019 01:13,01-01-2019 01:26,3,1.5,-73.98195648,40.75836182,-73.98518372,40.74181366,3,798,AA,R
461,4,01-01-2019 01:13,01-01-2019 01:36,4,4.4,-73.79402924,40.65670776,-73.79402924,40.65670776,2,1404,G,G
462,4,01-01-2019 01:13,01-01-2019 01:26,2,2.25,-73.97661591,40.7882309,-73.99406433,40.76319504,3,803,I,P
463,4,01-01-2019 01:13,01-01-2019 01:20,1,1.36,-73.9812851,40.75273132,-73.98054504,40.73817825,3,430,AD,Y
464,1,01-01-2019 01:14,01-01-2019 01:42,4,5.2,-73.97600555,40.79129791,-74.01058197,40.72508621,2,1717,I,
465,2,01-01-2019 01:14,01-01-2019 01:23,4,1,-73.98114777,40.75057983,-73.97111511,40.74969864,2,583,AD,AD
466,1,01-01-2019 01:14,01-01-2019 01:23,4,1.14,-74.00422668,40.74760818,-73.9986496,40.76126862,3,537,AG,P
467,3,01-01-2019 01:14,01-01-2019 02:05,4,10.4,-73.96446228,40.80244446,-73.97074127,40.68622208,1,3066,AH,V
468,3,01-01-2019 01:14,01-01-2019 01:30,3,3.09,-73.98419952,40.76488113,-73.94232941,40.74871063,1,982,AR,AN
469,1,01-01-2019 01:14,01-01-2019 01:21,3,1,-73.967659,40.75620651,-73.97855377,40.74602127,1,425,N,Y
470,3,01-01-2019 01:14,01-01-2019 01:23,1,1.3,-73.99024963,40.72505569,-73.99714661,40.73685074,3,535,H,AP
471,4,01-01-2019 01:14,01-01-2019 01:24,1,1.27,-74.00331879,40.72394943,-73.99466705,40.72050095,3,622,X,X
472,1,01-01-2019 01:14,01-01-2019 01:19,2,0.69,-73.9547348,40.77492523,-73.95678711,40.77153778,1,316,AM,K
473,3,01-01-2019 01:14,01-01-2019 01:16,4,0.3,-73.94897461,40.77755356,-73.95302582,40.77996826,1,137,AM,C
474,4,01-01-2019 01:15,01-01-2019 01:36,4,3.91,-73.98744965,40.71981812,-73.95605469,40.7677536,3,1280,AC,K
475,4,01-01-2019 01:15,01-01-2019 01:21,4,1.31,-73.97637939,40.73992157,-73.97322083,40.75465012,3,398,Y,AD
476,4,01-01-2019 01:15,01-01-2019 01:25,1,1.61,-73.99060059,40.74036407,-73.97756195,40.75202942,3,648,R,AD
477,3,01-01-2019 01:15,01-01-2019 01:47,1,8.75,-73.99291992,40.75814819,-73.91560364,40.83551025,2,1975,P,S
478,4,01-01-2019 01:15,01-01-2019 01:21,2,0.8,-73.98147583,40.74655151,-73.97971344,40.754879,3,359,AO,AD
479,4,01-01-2019 01:15,01-01-2019 01:45,4,6.49,-73.98381042,40.76756287,-73.91278839,40.76792908,3,1814,AR,W
480,1,01-01-2019 01:15,01-01-2019 01:35,4,5.3,-73.96129608,40.77012634,-73.98589325,40.72280121,1,1182,O,AC
481,1,01-01-2019 01:16,01-01-2019 01:18,3,0.2,-73.99193573,40.74435043,-73.99052429,40.74604034,3,166,AP,D
482,1,01-01-2019 01:16,01-01-2019 01:22,1,1.43,-73.97691345,40.75182343,-73.9608078,40.76122665,1,428,AD,K
483,2,01-01-2019 01:16,01-01-2019 01:21,1,1.6,-73.95400238,40.77055359,-73.97303772,40.78443146,2,356,K,I
484,3,01-01-2019 01:16,01-01-2019 01:17,4,1.2,-73.94960785,40.68019485,-73.94960785,40.68019485,3,55,AW,AW
485,2,01-01-2019 01:16,01-01-2019 01:34,1,3.25,-74.00655365,40.74467468,-73.96933746,40.76351547,2,1112,Q,AK
486,4,01-01-2019 01:16,01-01-2019 01:24,3,1.77,-73.9680481,40.8010788,-73.98413849,40.78299713,3,507,AH,AV
487,3,01-01-2019 01:16,01-01-2019 01:33,2,3.01,-73.92742157,40.75299072,-73.87831116,40.75619888,1,1027,L,AJ
488,2,01-01-2019 01:16,01-01-2019 01:22,3,0.7,-73.98503113,40.74787521,-73.97942352,40.74135971,3,350,AO,Y
489,1,01-01-2019 01:16,01-01-2019 01:21,3,1.6,-73.974617,40.76244736,-73.95904541,40.78103638,3,321,A,O
490,1,01-01-2019 01:17,01-01-2019 01:40,4,3.4,-73.97872162,40.73670578,-73.99214935,40.77075577,2,1408,Y,AR
491,3,01-01-2019 01:17,01-01-2019 01:35,1,3.42,-73.96797943,40.75553131,-73.99298859,40.76810074,3,1116,N,P
492,4,01-01-2019 01:17,01-01-2019 01:28,4,1.36,-73.98696136,40.76939392,-73.99622345,40.75357056,3,719,AR,D
493,4,01-01-2019 01:17,01-01-2019 01:22,1,0.61,-73.98343658,40.76589966,-73.97416687,40.76475906,2,287,AR,A
494,2,01-01-2019 01:17,01-01-2019 01:36,3,2.4,-73.9545517,40.77809525,-73.96926117,40.80062103,3,1142,AM,U
495,1,01-01-2019 01:17,01-01-2019 01:29,4,4.1,-73.98915863,40.72636795,-73.94900513,40.72768402,1,737,H,Z
496,1,01-01-2019 01:17,01-01-2019 01:42,4,4.22,-73.94797516,40.75368881,-73.98993683,40.76060104,2,1528,AN,AA
497,2,01-01-2019 01:17,01-01-2019 01:53,3,5.9,-73.97615814,40.7600441,-73.94908142,40.71113586,3,2158,A,Z
498,3,01-01-2019 01:17,01-01-2019 01:22,4,1.1,-73.98093414,40.78271866,-73.97232819,40.79638672,1,319,I,U
499,3,01-01-2019 01:17,01-01-2019 01:29,1,1.55,-73.98725891,40.74767685,-73.98535919,40.73182297,1,703,AO,AT
500,1,01-01-2019 01:17,01-01-2019 01:47,2,17.99,-73.78180695,40.64482498,-73.97376251,40.75641251,3,1786,G,AD
501,2,01-01-2019 01:17,01-01-2019 01:40,1,7.9,-73.97093201,40.7569809,-73.92114258,40.6980629,1,1363,N,E
502,1,01-01-2019 01:18,01-01-2019 01:21,4,0.3,-73.98309326,40.73055267,-73.98751068,40.73278046,2,240,AT,H
503,1,01-01-2019 01:18,01-01-2019 01:32,2,4.73,-73.95900726,40.81967926,-73.99394226,40.76227951,2,859,AL,P
504,1,01-01-2019 01:18,01-01-2019 01:23,1,1.5,-73.95529175,40.77673721,-73.94097137,40.79336929,1,317,O,J
505,3,01-01-2019 01:18,01-01-2019 01:25,4,1.6,-73.9969635,40.72242355,-73.99409485,40.74116516,2,434,X,AP
506,4,01-01-2019 01:18,01-01-2019 01:29,4,2.3,-73.95383453,40.77519989,-73.97221375,40.74650574,1,673,AM,Y
507,1,01-01-2019 01:18,01-01-2019 01:29,4,1.39,-73.9900589,40.7327919,-73.99774933,40.74645996,1,657,H,AP
508,2,01-01-2019 01:18,01-01-2019 01:40,2,4.71,-73.96166229,40.67518234,-74.00682831,40.67893219,1,1306,AW,M
509,1,01-01-2019 01:18,01-01-2019 01:32,2,3.89,-73.96871185,40.76330566,-73.92271423,40.76746368,2,864,AK,W
510,2,01-01-2019 01:18,01-01-2019 01:29,4,4.24,-73.9817276,40.7325325,-74.01166534,40.7044487,1,670,AT,AU
511,2,01-01-2019 01:18,01-01-2019 01:27,4,2.39,-73.97037506,40.75233841,-73.94984436,40.77958679,2,551,N,AM
512,4,01-01-2019 01:18,01-01-2019 01:47,4,6.6,-74.00397491,40.75193024,-73.95185089,40.82434845,2,1740,AG,AL
513,4,01-01-2019 01:18,01-01-2019 01:26,1,1.7,-74.00715637,40.71614456,-73.99637604,40.73781586,2,450,,AP
514,2,01-01-2019 01:19,01-01-2019 01:45,1,8.3,-73.99951172,40.74401093,-73.94113922,40.83900833,2,1571,AP,S
515,2,01-01-2019 01:19,01-01-2019 01:34,3,3.1,-73.99478149,40.77021027,-73.95383453,40.76719284,2,914,P,K
516,2,01-01-2019 01:19,01-01-2019 01:21,1,0.56,-73.99487305,40.76042557,-73.98957825,40.76766968,1,143,P,AR
517,2,01-01-2019 01:19,01-01-2019 01:37,4,3.07,-73.9510498,40.77507019,-73.98383331,40.74897003,1,1085,AM,AO
518,3,01-01-2019 01:19,01-01-2019 01:38,2,2.97,-73.98131561,40.72114182,-73.99465942,40.74533081,3,1127,AC,AP
519,1,01-01-2019 01:19,01-01-2019 01:24,4,1.36,-73.9677887,40.77143097,-73.98175049,40.7783699,2,318,AK,AV
520,1,01-01-2019 01:19,01-01-2019 01:37,4,3.03,-73.98461151,40.75437164,-74.00591278,40.7270813,3,1098,AA,AB
521,4,01-01-2019 01:19,01-01-2019 01:33,3,2.76,-73.94849396,40.77407455,-73.96813202,40.79956818,1,852,AM,U
522,3,01-01-2019 01:20,01-01-2019 01:26,1,0.78,-74.00415802,40.73342133,-74.00971985,40.73838043,3,394,AB,Q
523,3,01-01-2019 01:20,01-01-2019 01:39,3,4.5,-73.98124695,40.73326111,-73.95217133,40.78688049,1,1158,AT,C
524,4,01-01-2019 01:20,01-01-2019 01:26,1,2.66,-73.98192596,40.71078491,-73.99272919,40.69810867,3,399,AC,AS
525,3,01-01-2019 01:20,01-01-2019 01:40,3,5.39,-73.91720581,40.77058792,-73.96044922,40.80658722,1,1218,W,AH
526,3,01-01-2019 01:20,01-01-2019 01:25,1,0.7,-73.98920441,40.71898651,-73.9842453,40.72493362,2,308,AC,AT
527,3,01-01-2019 01:20,01-01-2019 01:44,3,4.4,-73.95000458,40.78003311,-73.98389435,40.72552109,3,1412,AM,AT
528,4,01-01-2019 01:20,01-01-2019 01:24,2,0.49,-73.99891663,40.73418045,-73.99362183,40.73036957,3,200,AB,H
529,4,01-01-2019 01:21,01-01-2019 01:33,2,1.82,-73.96376801,40.76123047,-73.98565674,40.75182724,2,788,AK,AO
530,4,01-01-2019 01:21,01-01-2019 01:40,4,4.9,-73.95044708,40.71101379,-73.86443329,40.71000671,2,1196,Z,B
531,3,01-01-2019 01:21,01-01-2019 01:36,3,4.8,-74.00447845,40.70737457,-73.98509216,40.74708176,2,907,AU,AO
532,3,01-01-2019 01:21,01-01-2019 01:43,3,5.76,-73.99440002,40.75075531,-73.93417358,40.77109909,2,1331,D,W
533,3,01-01-2019 01:21,01-01-2019 01:46,4,3.9,-73.9842453,40.76489258,-73.98204041,40.72809601,2,1501,AR,AT
534,2,01-01-2019 01:21,01-01-2019 01:30,1,1.49,-73.96432495,40.76461029,-73.98323059,40.7701683,1,574,AK,AR
535,1,01-01-2019 01:21,01-01-2019 01:31,1,1.01,-73.96749878,40.7562561,-73.9803772,40.75443649,2,608,N,AD
536,4,01-01-2019 01:21,01-01-2019 01:31,2,1.45,-73.95025635,40.80654526,-73.96438599,40.81054688,1,582,AH,AH
537,2,01-01-2019 01:21,01-01-2019 01:46,3,2.81,-73.98142242,40.75848389,-73.98065948,40.73051071,2,1500,AA,AT
538,1,01-01-2019 01:21,01-01-2019 01:36,3,2.3,-73.96900177,40.79860306,-73.94734955,40.77998352,1,897,U,AM
539,4,01-01-2019 01:22,01-01-2019 01:24,3,0.61,-74.00601196,40.71433258,-74.01210022,40.7074852,2,166,,AU
540,1,01-01-2019 01:22,01-01-2019 01:26,3,0.8,-73.96666718,40.80432129,-73.97346497,40.79372787,3,294,AH,U
541,2,01-01-2019 01:22,01-01-2019 01:24,1,0.2,-73.95690155,40.78354263,-73.95332336,40.78544235,2,178,C,C
542,2,01-01-2019 01:23,01-01-2019 01:52,4,4.43,-73.98085785,40.76771164,-74.00736237,40.72712708,3,1759,AR,AB
543,1,01-01-2019 01:23,01-01-2019 01:57,2,5.6,-74.00801086,40.7232132,-73.95662689,40.77494049,1,2049,,O
544,2,01-01-2019 01:23,01-01-2019 01:28,3,0.7,-73.97655487,40.76432037,-73.96957397,40.75717926,1,314,A,N
545,3,01-01-2019 01:23,01-01-2019 01:46,1,2.37,-73.97837067,40.73691559,-73.99611664,40.75846863,1,1404,Y,P
546,4,01-01-2019 01:23,01-01-2019 01:28,3,1.01,-74.00375366,40.72232056,-74.01025391,40.71669388,3,331,X,
547,3,01-01-2019 01:23,01-01-2019 01:45,4,4.2,-73.95968628,40.71802139,-74.01112366,40.71350861,3,1334,Z,
548,1,01-01-2019 01:23,01-01-2019 01:33,4,2.4,-73.96591949,40.76206207,-73.97133636,40.78623581,1,614,AK,I
549,4,01-01-2019 01:23,01-01-2019 01:45,1,2.4,-73.97646332,40.7521019,-73.99064636,40.76613998,2,1318,AD,AR
550,3,01-01-2019 01:23,01-01-2019 01:53,4,7.94,-73.99259949,40.66549683,-73.91181946,40.70170593,1,1780,M,E
551,3,01-01-2019 01:24,01-01-2019 01:41,2,3.32,-73.96585083,40.75431824,-74.00734711,40.73942184,1,1051,N,Q
552,4,01-01-2019 01:24,01-01-2019 01:35,2,2.6,-73.9718399,40.79448318,-73.95375061,40.77085114,2,679,U,K
553,3,01-01-2019 01:24,01-01-2019 01:46,3,4.2,-73.97162628,40.78244019,-74.0075531,40.74294281,3,1364,I,Q
554,4,01-01-2019 01:24,01-01-2019 01:37,4,2,-73.97609711,40.77633286,-73.97066498,40.79859543,1,765,AV,U
555,2,01-01-2019 01:24,01-01-2019 01:33,1,1.5,-73.98199463,40.72406006,-73.9817276,40.73917007,1,543,AT,Y
556,1,01-01-2019 01:25,01-01-2019 01:30,1,1.6,-73.98069763,40.78158951,-73.96585846,40.80028152,3,317,AV,AH
557,4,01-01-2019 01:25,01-01-2019 01:28,4,0.71,-73.96755981,40.75623322,-73.97557831,40.75223541,3,208,N,AD
558,1,01-01-2019 01:25,01-01-2019 01:26,3,0.4,-73.9360733,40.84607315,-73.93212891,40.84777451,3,101,S,S
559,1,01-01-2019 01:25,01-01-2019 01:39,3,2.49,-73.98773193,40.71073151,-74.01011658,40.73059082,1,897,AC,AB
560,1,01-01-2019 01:25,01-01-2019 01:40,1,2.68,-73.92716217,40.76468277,-73.92476654,40.73651505,1,925,W,L
561,1,01-01-2019 01:25,01-01-2019 01:34,2,1.68,-73.98500824,40.7415657,-74.00205994,40.72637177,2,536,R,AB
562,3,01-01-2019 01:25,01-01-2019 01:30,2,0.89,-73.95606995,40.77975845,-73.95033264,40.77146912,1,338,C,AM
563,4,01-01-2019 01:25,01-01-2019 01:28,3,0.58,-73.98945618,40.72302246,-73.98709869,40.72914886,3,200,AC,H
564,1,01-01-2019 01:25,01-01-2019 01:34,3,0.5,-73.97708893,40.75214386,-73.97271729,40.74910355,1,520,AD,AD
565,4,01-01-2019 01:25,01-01-2019 01:27,3,0.2,-73.99290466,40.73701477,-73.99639893,40.73651886,3,99,AP,AP
566,2,01-01-2019 01:26,01-01-2019 01:33,2,1.31,-73.9810791,40.78235626,-73.98791504,40.76485062,2,455,I,AR
567,1,01-01-2019 01:26,01-01-2019 02:14,2,7,-74.00209045,40.74560547,-73.93389893,40.80189133,3,2924,AG,J
568,1,01-01-2019 01:26,01-01-2019 01:37,1,2.9,-73.97123718,40.79298019,-73.94319916,40.82759857,2,669,U,AL
569,2,01-01-2019 01:26,01-01-2019 01:46,4,4.4,-73.9800415,40.73477936,-73.98418427,40.77806854,3,1254,AT,AV
570,1,01-01-2019 01:26,01-01-2019 01:46,3,4.9,-73.89155579,40.74671555,-73.86296844,40.69360733,2,1205,AJ,B
571,2,01-01-2019 01:27,01-01-2019 01:36,4,2.98,-73.94910431,40.77689362,-73.96195984,40.80541229,2,612,AM,AH
572,1,01-01-2019 01:27,01-01-2019 01:31,3,0.7,-74.0006485,40.73729324,-74.00536346,40.72743225,3,273,Q,AB
573,4,01-01-2019 01:27,01-01-2019 01:35,3,1.91,-73.89826965,40.74960327,-73.92530823,40.74744415,3,491,AJ,L
574,1,01-01-2019 01:27,01-01-2019 01:35,2,2.1,-73.9927597,40.718647,-73.95436096,40.70799255,3,500,AC,Z
575,3,01-01-2019 01:27,01-01-2019 01:46,4,3.51,-73.96409607,40.76784515,-73.99645996,40.72594833,3,1115,AK,X
576,3,01-01-2019 01:27,01-01-2019 01:46,2,3.6,-73.98610687,40.76732254,-73.98095703,40.72977829,3,1164,AR,AT
577,3,01-01-2019 01:27,01-01-2019 01:51,4,5.95,-73.97978973,40.75526047,-73.88484955,40.75180054,1,1426,AD,AJ
578,3,01-01-2019 01:27,01-01-2019 01:36,3,1.3,-73.98068237,40.73795319,-73.99369812,40.74581528,3,559,Y,D
579,3,01-01-2019 01:28,01-01-2019 01:44,4,3.83,-74.01010132,40.71216202,-73.97947693,40.76116562,1,1017,,A
580,2,01-01-2019 01:28,01-01-2019 01:42,1,3,-73.9794693,40.73992157,-74.00759125,40.7047348,3,899,Y,AU
581,4,01-01-2019 01:28,01-01-2019 01:40,1,1.9,-73.98400116,40.72930145,-73.97111511,40.75131607,3,773,AT,AD
582,2,01-01-2019 01:28,01-01-2019 01:33,1,1.5,-73.95926666,40.76675415,-73.949646,40.78448868,2,309,K,C
583,4,01-01-2019 01:28,01-01-2019 01:31,4,1.11,-73.86433411,40.77036667,-73.86693573,40.76870728,3,223,F,F
584,1,01-01-2019 01:28,01-01-2019 01:39,2,2.08,-73.94675446,40.77239609,-73.96924591,40.76016617,3,674,AM,N
585,1,01-01-2019 01:28,01-01-2019 01:46,1,2.4,-73.98685455,40.75111389,-73.97896576,40.77736664,1,1067,AO,AV
586,4,01-01-2019 01:28,01-01-2019 01:40,4,0.94,-73.99829865,40.75082016,-74.00762177,40.74083328,3,714,AG,Q
587,1,01-01-2019 01:28,01-01-2019 01:34,2,0.7,-73.98451996,40.76406097,-73.97490692,40.76186752,2,380,AR,A
588,4,01-01-2019 01:28,01-01-2019 01:36,1,1.42,-73.9186554,40.81946564,-73.91061401,40.81443024,1,495,S,S
589,2,01-01-2019 01:28,01-01-2019 01:37,2,1.64,-73.98769379,40.72473907,-73.97905731,40.74430084,1,538,AC,Y
590,2,01-01-2019 01:29,01-01-2019 01:43,4,2,-73.97411346,40.76482391,-73.97734833,40.78466415,1,888,A,I
591,1,01-01-2019 01:29,01-01-2019 01:53,3,4.18,-74.0096817,40.71281052,-73.99170685,40.75966644,2,1459,,P
592,1,01-01-2019 01:29,01-01-2019 01:40,1,2.23,-73.98684692,40.73654175,-74.01062775,40.72013092,2,669,R,
593,3,01-01-2019 01:29,01-01-2019 01:41,4,3.07,-73.98538971,40.73178864,-73.98349762,40.70233917,2,738,AT,AS
594,4,01-01-2019 01:29,01-01-2019 01:44,2,2.74,-73.977211,40.75218964,-73.97499847,40.77740097,3,916,AD,AV
595,2,01-01-2019 01:29,01-01-2019 01:40,3,2.94,-73.94463348,40.80304337,-73.97842407,40.78660584,2,703,J,I
596,3,01-01-2019 01:29,01-01-2019 01:54,4,6.57,-74.00563812,40.74557114,-73.95316315,40.82249832,1,1520,AG,AL
597,4,01-01-2019 01:30,01-01-2019 01:42,2,1.01,-73.9985199,40.74510956,-73.98934937,40.75769043,1,785,AP,AA
598,1,01-01-2019 01:30,01-01-2019 01:35,2,0.68,-74.00395966,40.7476387,-73.99501801,40.74988937,1,311,AG,D
599,2,01-01-2019 01:30,01-01-2019 01:39,3,2.45,-73.92930603,40.76810837,-73.92346191,40.74351883,2,582,W,L
600,1,01-01-2019 01:30,01-01-2019 01:36,2,1.5,-73.96461487,40.76052856,-73.97863007,40.74114227,1,366,AK,Y
601,4,01-01-2019 01:30,01-01-2019 01:38,2,1.5,-73.96128845,40.76758575,-73.97634888,40.75437164,2,466,K,AD
602,2,01-01-2019 01:30,01-01-2019 01:44,1,2.72,-73.94834137,40.78219604,-73.94508362,40.80814362,3,830,C,J
603,4,01-01-2019 01:30,01-01-2019 01:42,2,2.2,-73.96691895,40.77253723,-73.97846222,40.74597168,3,701,O,Y
604,3,01-01-2019 01:30,01-01-2019 01:34,4,0.58,-73.97979736,40.74346161,-73.98046112,40.73868179,1,244,Y,Y
605,4,01-01-2019 01:31,01-01-2019 01:40,4,2.25,-73.92225647,40.74375153,-73.94624329,40.72528076,2,590,L,Z
606,2,01-01-2019 01:31,01-01-2019 01:44,2,3.2,-73.98987579,40.73042679,-73.9927063,40.69758606,3,822,H,AS
607,1,01-01-2019 01:31,01-01-2019 01:36,2,0.71,-73.9901886,40.74362946,-73.99732208,40.74187088,2,320,AP,AP
608,3,01-01-2019 01:31,01-01-2019 02:11,3,8.31,-73.99465179,40.75537872,-73.95317078,40.67134857,3,2449,D,AW
609,2,01-01-2019 01:31,01-01-2019 01:43,3,2.4,-74.00805664,40.71489334,-74.00821686,40.73742676,3,718,,Q
610,1,01-01-2019 01:32,01-01-2019 02:10,1,7.9,-73.98016357,40.74170303,-73.92719269,40.66529083,2,2330,Y,AW
611,3,01-01-2019 01:32,01-01-2019 01:40,2,1.36,-73.99017334,40.74045944,-73.97728729,40.74983215,1,518,R,AD
612,2,01-01-2019 01:32,01-01-2019 01:47,3,2.16,-73.97920227,40.73730087,-74.00377655,40.72087097,3,928,Y,X
613,3,01-01-2019 01:32,01-01-2019 01:38,2,1.5,-74.0111084,40.67883682,-73.99124908,40.67150497,3,355,M,M
614,2,01-01-2019 01:32,01-01-2019 02:02,2,12.9,-73.9623642,40.76051331,-73.84667206,40.79173279,1,1777,AK,F
615,1,01-01-2019 01:32,01-01-2019 01:52,4,3.93,-73.91213989,40.84323502,-73.95397186,40.82505798,1,1214,S,AL
616,4,01-01-2019 01:33,01-01-2019 01:40,3,1.2,-73.98382568,40.76476669,-73.99604034,40.75357819,2,454,AR,D
